,screen_name,followers,friends,description,tweets
1627,orikahsd,109,143,"こちら趣味垢にすることにしました！
今まで仲良くしてくれていた方はこれからもよろしくお願いします( ´ ▽ ` )ﾉ
初めましての方もよろしくお願いします( ´ ▽ ` )ﾉ
基本FF外でも声かけてしまうので、よかったら仲良くしてください😊
無理って方はすみません🙇‍♀️
スルーで構いません💦",3138
1628,itseckee,642,315,"🇩🇰  ( 15 ) 
3D DESIGN @Aztechesports

@FCMidtjylland",6523
1629,GraphicDesignNZ,98,30,"A Design of New Zealand é um Estúdio de Design Gráfico e Arte Digital. Nosso foco: Design Tipográfico, Arte Digital, Ilustração Esportiva, Identidade Visual.",160
1630,CARLOSH61819130,24,257,HALA MADRID!!! y NADA MAS.,525
1631,Keith_Ziegler67,503,259,United States Navy sailor on U.S.S. John F. Kennedy  (CV-67) (1995-1999) History lover. Half of knowing where we're going is knowing where we've been.,68075
1632,_marionda_,635,560,support your local team,3204
1633,Unipota1,0,15,Zonki,336
1634,JohanInan,3521,1067,schrijft over (vooral) Ajax en Jong Oranje voor @ADSportwereld,8582
1635,ajax_gdgd,297,353,デスチャ / デフウォー / FGO /リゼロスをまったりプレイ中,30864
1636,yaiderenko,15,48,"Ajax ❌❌❌ Cruijff 🐐 Messi ⚽️ ""Er is maar één bal en die moet je dus hebben”",1046
1637,wijzijnajax020,9854,6393,"VOLG ONS OP FACEBOOK, met meer dan 76.500 volgers of Instagram https://t.co/c4QsOfuRKr… https://t.co/9VKlIcUrmS…",24029
1638,ZhouFPL,10937,5005,⚽👨🏻‍💻🇲🇾 #FPL since '08~5xTop 1% past 6yrs~19/20 OR: 6.5k~Top 1k '18 WC Fantasy~#UCLFantasy 19/20 OR: 2772~ @FFH_HQ Affiliate~Part of @FplExpectAsians.,40564
1639,veronicainside,38338,305,Het officiële Twitteraccount van Veronica Inside.,18138
1640,IdiotHunter3,24,257,,4654
1641,armandodejonge,277,1428,"Ajax, Politiek, student",30405
1642,JoanneDies,845,1178,Your Ajax Regional Councillor Ward 3,3744
1643,Kratos_GoW10,43,739,Recre 💙💙,1677
1644,Ajax_pop,3888,1558,【𝓩𝓭𝓮𝓷∬】所属 活動時間 21時〜24時￤チーム実績35🥇交流戦25🥇そろそろ主催再開予定￤【代表】@K1nsan12345￤#Nolan主催実績￤マンティス、祝祭推し￤推し👉@MaximusHotoke👺￤@_chancg,5867
1645,Kratos_GoW10,43,739,Recre 💙💙,1677
1646,BrunoLobera,7,53,,219
1647,nogotaku,33,159,"@ChelseaFC |
@BTS_bighit |
Et je kiff les animés",917
1648,Guille_BvB,139,2170,,7313
1649,Ray_TheHuman,1098,243,"Happiness is not out there for us to find.. The reason that it's not out there is that it's inside us...

Am Football lover⚽️⚽️ @LFC 🔴🔴
 Peace lover 🕊🕊",44319
1650,Wikyra,870,4993,,56697
1651,Guille_BvB,139,2170,,7313
1652,Aadanabdirashi2,52,277,,518
1653,reaIgonekid,125,117,clairo fan account,19484
1654,Ajax_pop,3888,1558,【𝓩𝓭𝓮𝓷∬】所属 活動時間 21時〜24時￤チーム実績35🥇交流戦25🥇そろそろ主催再開予定￤【代表】@K1nsan12345￤#Nolan主催実績￤マンティス、祝祭推し￤推し👉@MaximusHotoke👺￤@_chancg,5867
1655,CARLOSH61819130,24,257,HALA MADRID!!! y NADA MAS.,525
1656,RedsOrDead,6806,372,Passionate supporter of the current Premier League Champions. #19 🏆,250192
1657,guilleeeochoa,286,618,"Fútbol Club Barcelona❤💙
Hip Hop🎤",10056
1658,muahyug,423,402,DIAM KAU BANGSAT,35802
1659,Arizona_ci,31,193,just here to have fun,229
1660,afglampe,161,89,,14522
1661,hartaglia,460,253,#childe: you truly bore me... let’s see how you feel when you bleed • she / they,9822
1662,maltobon,24,85,A thirst for the lavish things in life.,4466
1663,folabi_oladoyin,245,1560,HEALTH & SAFETY Professional + Wanna know more?  Holla,1655
1664,RashadTalks_,289,227,by any means necessary,19110
1665,Richmansoundz,33,218,"Musical Artist 🎤 
#song_writer
#cartoon_arts designer
#NETWORKER 
#Eventplanner
#Motivationalspeaker
Simple an easy going dude",96
1666,Giorno_Degiorno,19,262,Professional Bum | Still plays and gambles on CSGO for some reason,260
1667,NataliaDFer,395,673,echando ratos en la umu,1725
1668,RamonLima010,159,883,@Warriors @StephenCurry30 @MessiLeoBrasil @PatrickMahomes,1204
1669,NataliaDFer,395,673,echando ratos en la umu,1725
1670,isacdosanjos23,1075,4322,"Torço para o Esporte clube Bahia, Barcelona, Fã de Premier League, La Liga, Série A Tim, Bundesliga. Música e diversos assuntos",54341
1671,HeerenveenVv,282,526,Fansite van Vrienden die SC Heerenveen⚽️ leuk vinden. Ook te volgen op Facebook📲 (1600+ leden) en Instagram📸,1504
1672,MailSport,429021,832,"All the top stories, breaking news and opinion from the world of sport. Facebook: https://t.co/ykX6norVqR
Instagram: https://t.co/T85KrvPmr1",298553
1673,CozAndrea,514,443,"Napoletano di fede e nascita.
Calcisticamente sportivo e favorevole al confronto purché costruttivo. 🇦🇷 💛💙Boca/Barça 💙❤ 🇪🇸

inst. andrea_coz1926",8397
1674,Futebol0710,2856,3528,"Dados estatísticos, análises, curiosidades, notícias e muito mais💪🏾❤⚽Se alguém quiser que trazemos algum conteúdo diferente, pedidos via DM.",2153
1675,Brando_FCB,0,8,Del Barça desde muy pequeño | Me gusta el fútbol y me gusta aprender de este hermoso deporte cada día,45
1676,ViictorIglesias,325,419,RCRH                   Instagram: Victorib97,6238
1677,FlyngDtchmn,10018,51,"anarko kapitalist bir jöntürk, makyavelist bir sol açık, nasyonel sosyalist bir ewok, sinefil bir drughi, vejetaryen bir ork",25658
1678,TCrossmd,900,232,#Designer #Programmer #ITIL #cheats #Leadership #Mgmt #SharePoint #selfImprovement #quotes #bigData #Design #Programming #hacker #cyberSecurity #personalTweets,17416
1679,CARLOSH61819130,24,257,HALA MADRID!!! y NADA MAS.,525
1680,anitaoow,211,628,,152535
1681,ViictorIglesias,325,419,RCRH                   Instagram: Victorib97,6238
1682,Ajaxshowtimecom,56858,250,De grootste onafhankelijke site voor Ajax-nieuws | Maandelijks bezocht door ruim 700.000 Ajacieden | Helemaal gratis | Zie ook: https://t.co/ilbyM8DpjJ,139546
1683,VictorRCRH,392,4350,,17533
1684,Ajax_pop,3888,1558,【𝓩𝓭𝓮𝓷∬】所属 活動時間 21時〜24時￤チーム実績35🥇交流戦25🥇そろそろ主催再開予定￤【代表】@K1nsan12345￤#Nolan主催実績￤マンティス、祝祭推し￤推し👉@MaximusHotoke👺￤@_chancg,5867
1685,Ajax_pop,3888,1558,【𝓩𝓭𝓮𝓷∬】所属 活動時間 21時〜24時￤チーム実績35🥇交流戦25🥇そろそろ主催再開予定￤【代表】@K1nsan12345￤#Nolan主催実績￤マンティス、祝祭推し￤推し👉@MaximusHotoke👺￤@_chancg,5867
1686,Bart_Veenstra,597,600,Hoofdredacteur Ajax Showtime / MSc Communicatiewetenschap: Youth and Media / Arsenal-fan,8881
1687,hugovic27,5,34,"Fanático del mejor equipo del mundo. 
-Siempre hay un motivo para sonreír en la vida-",522
1688,Dmetrio_,249,327,intolerância aos intolerantes✊🏿,2086
1689,VictorRCRH,392,4350,,17533
1690,bxgirlxo,290,293,✨ | 🇬🇹 | 24 ♒︎ |ig:kxmbxrly.xo |. ✨,9316
1691,mediablitar,35,4,"Dari Blitar dan seputarnya, untuk Indonesia
Part of Pikiran Rakyat Media Network
Redaksi/Iklan:
WA : 081297012543",3100
1692,mgrkambing,155,251,#YNWA,6905
1693,jquery_stack,1285,5,Feed of the latest and most upvoted questions on StackOverflow about jQuery.,22695
1694,CARLOSH61819130,24,257,HALA MADRID!!! y NADA MAS.,525
1695,TheWebsEdge,243,223,I'm just words on your screen and the voice in your head🤫...I sense the senses Sensei senses🤨...now you know I know you now🤔Normally eccentric😕,14142
1696,nico_mos,251,2222,"Sportieve levensgenieter, enorm happy met Anja en onze kids Initiator & organisator @OJKtoernooi, oprichter @svSpartaNijkerk Coord vrijwilligers @spartanijkerk",799
1697,LuisFranRules,580,1579,"::: LF VIVE, LA LUCHA SIGUE :::

- Solucionador de problemas - Con pelazo y solo en la carretera - Lleno de gol y gambeta -",109148
1698,sulleymike,168,0,Chelsea. Heat. 49ers. Fantasy Sports Enthusiast,928
1699,albertiiiin,75,102,saltamos lo prohibido. ✈️,77
1700,CARLOSH61819130,24,257,HALA MADRID!!! y NADA MAS.,525
1701,albertiiiin,75,102,saltamos lo prohibido. ✈️,77
1702,MSNNL,11421,3063,"Altijd dichtbij. Altijd het laatste nieuws. 
De MSN-redactie houdt je op de hoogte!",108766
1703,DriessenJelle,215,291,AJAX RKPSC A1,124256
1704,ComradeJacob1,0,50,Paleoconservative - 369 IQ - MAGA MODE,89
1705,JokeH15,299,462,"Echtgenote ,Mama, en Oma van Kleinzoon, Zoon ,Schoondochter, en Dochter,Schoonzoon,en vele dieren,🤗💞",4983
1706,milosbettv,1567,283,License No. 8048/JAZ 📺 https://t.co/EVqnRRfZu2,143
1707,OldSkulHandsome,227,131,"“ Everyday I wake up with my face up to my Father, making sure my heart is pure enough to grow my seed and harvest ”",7527
1708,oski_85,1123,3725,"Vila-realenc, valencià (no corrupte), Humanista, profesor ELE, amant de la lectura, música electrònica, viatjar i el Villarreal C.F. London. Carpe Diem",41972
1709,KingFede_RM,598,1780,Real Madrid & @fedeevalverde 🐦🤍 priv: @nataliadfer,2156
1710,KingFede_RM,598,1780,Real Madrid & @fedeevalverde 🐦🤍 priv: @nataliadfer,2156
1711,yozofn,107,74,nob 4 @esprule cc x editor,2784
1712,SourceSecurity,11329,2136,"The complete industry guide for security products, news and events.",12939
1713,Manuel_DRA,1240,4414,"36 años 🎧🔊Techno, EBM, 🎧🔊 🎸🎤Rock, Jazz 🎷🎻. Madrileño.🌲🌷🍄🍻
Del @realmadrid @Mostoles_cf y del desaparecido @c_d_mostoles",46606
1714,Manuel_DRA,1240,4414,"36 años 🎧🔊Techno, EBM, 🎧🔊 🎸🎤Rock, Jazz 🎷🎻. Madrileño.🌲🌷🍄🍻
Del @realmadrid @Mostoles_cf y del desaparecido @c_d_mostoles",46606
1715,ShinobiBasto,531,495,"foodie, gamer, mixed martial artist. a j dilla beat a day keeps the fake hip hop shit away.",26367
1716,1110JC,31,1313,#UCL,513
1717,PaoloRot,200,252,.,20094
1718,thfc_ajax_col_7,290,892,Spurs COL Ajax Jubilo Giants 遊撃手が好き ❌❌❌ @AaronRamsdale98 @OnsOranje,14601
1719,ERDEJEREZ,169,151,"Cualquier Hormiga del Mundo,valen 10.000 veces más que estos Políticos de MIERDA.",1638
1720,lfcidaho,6,43,Liverpooe,134
1721,Perronaldinh,476,781,"maior fã de Kyle Trask na NFLtt brasileira
// conta reserva: @tebow_goat // @saints @gatorsfb @cardinals @fluminensefc",21763
1722,kimmy_skyanime,7,35,ヒヒイロ掘りのソロ称号回収騎空士//7.21 乱気の翼達成//8.12 六竜HL全属性ソロ達成//9.6 奈落の翼達成,546
1723,Ajax_SoccerNews,4457,242,"Het laatste nieuws over Ajax. 33x landskampioen, 18x bekerwinnaar, 2x wereldkampioen!",54643
1724,RicardoFuent24,148,402,"Tu mejor maestro, es tu fracaso...",23332
1725,anajoficial123,42,650,#Lovatic💙 #Belieber💜 Torcedora 🇪🇸🇩🇪🇦🇷,371
1726,Ajax_pop,3888,1558,【𝓩𝓭𝓮𝓷∬】所属 活動時間 21時〜24時￤チーム実績35🥇交流戦25🥇そろそろ主催再開予定￤【代表】@K1nsan12345￤#Nolan主催実績￤マンティス、祝祭推し￤推し👉@MaximusHotoke👺￤@_chancg,5867
1727,gerardmorenisme,178,243,@torressssx,2277
1728,Ajax_______,3,71,made you look,1465
1729,fishtrenado,1220,5002,"Periodista deportivo independiente le voy a los pumas, soy runaholic y me gusta todo el mundo deportivo",669111
1730,IngridMGC9,167,746,"NYer in Miami ☀️ Walking disaster ✨ Spencer, Declan, Oliver, Felix, Max & Austin’s Aunt 🧒🏻👦🏼 Here for the chisme 😏 #BlackLivesMatter",2151
1731,EricSotsinda,1,0,Combat l'injustice,192
1732,SC_ESPN,1580473,22,"Noticiero del deporte mundial. Repaso de toda la actualidad con compactos, entrevistas, destacados. Un estilo de vida, todos los días, en ESPN.",678579
1733,Aymerick97122,234,240,Cristiano FC 🐐. Real Madrid CF. Mbappé 2021. Stephen Curry. Golden State Warriors. Superman. Captain America. Apple. Videogame developer.,11248
1734,gerardmorenisme,178,243,@torressssx,2277
1735,ComradeJacob1,0,50,Paleoconservative - 369 IQ - MAGA MODE,89
1736,enbridgegas,25589,880,"We deliver natural gas to over 3.7 million customers across Ontario. 
Visit https://t.co/FXblAcMzgQ or https://t.co/VxGNG5WsTN for more details.",7842
1737,fitasport1,2006,4740,"😍Workouts💪Motivation👍Nutrition, fitness, bodybuilding.
Helps you to achieve a fit life.",111139
1738,atarifn_,283,642,"🇵🇸 X 🇯🇴 
Manager for @EspRule | Tournament Organizer
For Inquiries - atari.businesss@gmail.com",3372
1739,pouchiste,42,59,Roberto vas DESTroye t'as femme sur le banc de touche,1201
1740,Ajaxshowtimecom,56858,250,De grootste onafhankelijke site voor Ajax-nieuws | Maandelijks bezocht door ruim 700.000 Ajacieden | Helemaal gratis | Zie ook: https://t.co/ilbyM8DpjJ,139546
1741,Ajax_______,3,71,made you look,1465
1742,AneeshChandoke,2085,404,"At times my twitter is all Arsenal. Sometimes I seek motivation in quotes. Sometimes I post song lyrics in my head. Whatever I watch,I review it. NED🇳🇱 ⚽️ fan",175852
1743,yuuji_Kazami07,247,325,"Grisaiafag com orgulho / 16y/ paranaense        
Paraná Clube ❤💙
Liverpool ❤❤",6718
1744,AstroAvs,456,306,"Head Manager for @HawkDomain | @0Damagee | @TrinityAgency_

Inquiries: avsinquiries@gmail.com",1780
1745,Lieu_Eminem,194,2717,"Believe in God and in his son Jesus Christ. #MUM, luv music & soccer; @Chelseafc #FcBarca @TeamMessi #NastyC #Torres #TiwaSavage #NKante #Mbappe",15771
1746,AneeshChandoke,2085,404,"At times my twitter is all Arsenal. Sometimes I seek motivation in quotes. Sometimes I post song lyrics in my head. Whatever I watch,I review it. NED🇳🇱 ⚽️ fan",175852
1747,_uuap,126,173,🤓 | seriéfila  | sports | live and let live.,19042
1748,minkahunter,9430,900,IG: la__llorona skate twitter’s sacred hoe / desert dominatrix / financial doomsayer 💌 minka.ashley@protonmail.com,162205
1749,uefacoef,4633,678,"Volg via dit account de prestatie van Nederland op de UEFA Coëfficiëntenlijst. Nieuws, voorbeschouwingen op Europese speelrondes (CL & EL) en meer!",432
1750,ComradeJacob1,0,50,Paleoconservative - 369 IQ - MAGA MODE,89
1751,Ajax_______,3,71,made you look,1465
1752,_ivan4o_,227,258,Красно-белый!,10408
1753,tribunapregunta,1779,905,"Todo lo que los buenos tribuneros debatiríamos en las gradas, cerca de casa mediante esta nueva tribuna.",3469
1754,GerrieBijl,205,70,Gepensioneerd.,133027
1755,qa_vacancies,874,11,Свежие вакансии для QA и тестировщиков от DOU.ua,27887
1756,sobralemrevista,1766,201,É Sobral em tempo real.,41294
1757,ComradeJacob1,0,50,Paleoconservative - 369 IQ - MAGA MODE,89
1758,rubeckenbauer,80,55,"En camino a ser el mejor defensa de la premier.
Hincha del City.
Mi mamá me dió la vida, Rúben y Kevin las ganas de vivirla",199
1759,Ajax_SoccerNews,4457,242,"Het laatste nieuws over Ajax. 33x landskampioen, 18x bekerwinnaar, 2x wereldkampioen!",54643
1760,nas5quared,1063,1073,constantly unappreciated on this app 🎶 I am .... a square 🎶 19 🇧🇩,74507
1761,blokiratii,23,22,201020. Karma chameleon,4603
1762,LiveResultRu,1045,47,Твиттер спортивного сайта http://t.co/m1xH3THFRZ,18290
1763,laila_el_B,17,68,,18097
1764,veronicainside,38338,305,Het officiële Twitteraccount van Veronica Inside.,18138
1765,todiboomssj,262,302,"Just to feel like this it took a long time, yeah",18852
1766,DramaAlertME_,88,4,"The Finest Drama Channel In Middle East Fortnite
Community Estd. 6th Dec. 2020 | #DramaAlertME 
Business Related Inquiries: DramaAlertME@Gmail.com",14
1767,TownOfAjax,12160,1219,"Run by #TOA Communications Team. We monitor Mon - Fri 8:30 a.m. - 4:30 p.m. Our feeds feature Town happenings, news & C-19 updates.",37362
1768,__Harshul__,1335,339,18 | 🇮🇳 | General Manager @PDGesp @TeamAJAXGG | Lead @INIndus @CloudStriked | @FalconScrims,18469
1769,PrimeTorres9,474,605,was @PrimeTorresv2  | Lazio 🤝Liverpool | My humor too dark for twitta ✍🏾|,2810
1770,ndembietienne,521,459,Le virtuel n'est qu'illusion tout se passe sur le terrain...,24210
1771,PECZwolleLive,1488,1,Live: nieuws /// geruchten /// verslagen /// video's /// foto's,59999
1772,pc63221461,117,236,Only thing keeping America alive is the Constitution,3585
1773,CoroCoro_Clan,176,1025,"クラマス🐣💛@Eghina1111 ゲリラ代表　
　😈💜@gigadazoサポーター様🖤🦇@pon_337　　　　　　　　　　　 　　　　　　　サブマス🐇💖@1919Daruma👑SP様@h4_12　　　　　　　　　　　",2087
1774,CARLOSH61819130,24,257,HALA MADRID!!! y NADA MAS.,525
1775,pc63221461,117,236,Only thing keeping America alive is the Constitution,3585
1776,Remco_TP,879,682,"Admin of https://t.co/vkjtCVyKSP and a big fan of AFC Ajax, Dexter, Trance in general and @MennodeJong & @DJMeganFair in particular. https://t.co/xfuFNxBXeh",64638
1777,touchbackk,524,268,resenha de baixa qualidade com leves tons de clubismo,5454
1778,NikumiMito,1379,242,I got bare man moving soft.,350167
1779,Ajax_______,3,71,made you look,1465
1780,Remco_TP,879,682,"Admin of https://t.co/vkjtCVyKSP and a big fan of AFC Ajax, Dexter, Trance in general and @MennodeJong & @DJMeganFair in particular. https://t.co/xfuFNxBXeh",64638
1781,Ajax_______,3,71,made you look,1465
1782,velde_jay,126,114,,2658
1783,fofu13347629,41,2457,"twst 🍩🍖/🌞🐍/♣🐬/🐦🐊/🎭🔮/👒👑 
           enstra (🍯🐝)🎰🍳/(🍎🍏)junnhiyo",99272
1784,DeeTwoGd,10320,8521,,44966
1785,Topi_Jerami,2116,233,''A True Gentleman Never Leave His Lady #FinoAllaFine #ForzaJuve'',776312
1786,telesport,17473,659,Tweets van de sportredactie van De Telegraaf.  https://t.co/SRL9y1ujWF,139261
1787,televoetbal,26019,232,Telesport Voetbal is het officiële twitteraccount van de sportredactie van De Telegraaf.,101773
1788,LaMentale10_,253,157,new acc 🇨🇩🇧🇷🇷🇼 insta : la.m____,2544
1789,bluesyend23,127,795,19y/Carioca/Batata,1244
1790,JanJohansson5,37,175,"Beroende av sport. 



Gör allt för mina söner ❤️❤️",4951
1791,verdaoiludindo,3,99,"Palmeiras sem Mundial= anti sem argumento se doendo

pq o Gustavo Gomez foi cortar o cabelo 😔",651
1792,TheRavingTimes,31,188,,4162
1793,giocmartins,585,1016,freelancer illustrator 🇧🇷,16350
